1	5.08320E-03	3.71992E-02	1.84542E-02	1.00000E-03
1	7.44760E-03	3.50022E-02	1.86974E-02	1.00000E-03
1	1.09987E-02	3.52646E-02	1.89602E-02	1.00000E-03
1	1.28232E-02	3.66808E-02	1.88812E-02	1.00000E-03
1	1.70566E-02	3.73504E-02	1.87828E-02	1.00000E-03
1	3.50560E-03	3.89900E-02	1.88932E-02	1.00000E-03
1	6.75280E-03	3.89726E-02	1.89154E-02	1.00000E-03
1	1.49172E-02	3.51258E-02	1.92294E-02	1.00000E-03
1	9.49146E-03	3.70406E-02	1.90496E-02	1.00000E-03
1	1.10240E-03	3.76148E-02	1.90676E-02	1.00000E-03
1	1.10731E-02	3.87458E-02	1.92482E-02	1.00000E-03
1	1.90708E-02	3.88980E-02	1.94886E-02	1.00000E-03
1	6.86300E-03	3.52692E-02	1.53820E-02	1.00000E-03
1	1.49440E-02	3.52248E-02	1.53340E-02	1.00000E-03
1	1.97508E-02	3.52778E-02	1.53648E-02	1.00000E-03
1	9.30600E-04	3.69358E-02	1.51318E-02	1.00000E-03
1	9.38150E-03	3.74796E-02	1.53314E-02	1.00000E-03
1	1.27370E-02	3.72044E-02	1.50614E-02	1.00000E-03
1	4.67420E-03	3.51558E-02	1.66930E-02	1.00000E-03
1	1.33052E-02	3.54306E-02	1.69272E-02	1.00000E-03
1	1.09205E-02	3.65070E-02	1.68988E-02	1.00000E-03
1	1.51110E-02	3.70544E-02	1.68336E-02	1.00000E-03
1	5.18260E-03	3.88376E-02	1.68274E-02	1.00000E-03
1	8.93466E-03	3.89936E-02	1.66454E-02	1.00000E-03
1	6.77980E-03	3.69006E-02	1.74330E-02	1.00000E-03
1	3.45580E-03	3.73158E-02	1.70666E-02	1.00000E-03
1	1.94332E-02	3.72040E-02	1.71844E-02	1.00000E-03
1	8.05000E-04	3.87670E-02	1.71710E-02	1.00000E-03
1	1.29434E-02	3.87348E-02	1.70770E-02	1.00000E-03
1	1.53374E-02	3.85540E-02	1.92582E-02	1.00000E-03
1	1.73658E-02	3.85582E-02	1.65620E-02	1.00000E-03
1	6.21600E-04	3.14502E-02	1.75206E-02	1.00000E-03
1	8.49590E-03	3.27816E-02	1.82590E-02	1.00000E-03
1	1.47874E-02	3.01154E-02	1.88004E-02	1.00000E-03
1	2.87020E-03	3.08516E-02	1.86946E-02	1.00000E-03
1	4.32360E-03	3.36976E-02	1.87246E-02	1.00000E-03
1	1.14404E-02	3.11408E-02	1.90364E-02	1.00000E-03
1	1.83754E-02	3.10098E-02	1.92698E-02	1.00000E-03
1	7.77800E-04	3.29484E-02	1.93344E-02	1.00000E-03
1	2.46200E-03	3.45426E-02	1.91908E-02	1.00000E-03
1	7.22000E-03	3.16014E-02	1.95966E-02	1.00000E-03
1	6.92580E-03	3.08102E-02	1.53894E-02	1.00000E-03
1	1.12547E-02	3.10000E-02	1.52258E-02	1.00000E-03
1	1.52914E-02	3.14308E-02	1.52122E-02	1.00000E-03
1	8.55904E-03	3.02974E-02	1.68872E-02	1.00000E-03
1	4.73760E-03	3.04392E-02	1.72072E-02	1.00000E-03
1	1.70632E-02	3.09872E-02	1.70146E-02	1.00000E-03
1	1.29086E-02	3.10434E-02	1.74538E-02	1.00000E-03
1	2.15540E-03	3.31418E-02	1.70444E-02	1.00000E-03
1	9.23800E-04	3.47626E-02	1.72432E-02	1.00000E-03
1	8.70950E-03	3.46672E-02	1.71474E-02	1.00000E-03
1	1.29414E-02	3.34186E-02	1.91238E-02	1.00000E-03
1	1.89902E-02	3.45298E-02	1.90944E-02	1.00000E-03
1	1.71766E-02	3.30226E-02	1.95366E-02	1.00000E-03
1	3.15240E-03	3.67592E-02	1.29008E-02	1.00000E-03
1	1.15237E-02	3.65928E-02	1.27672E-02	1.00000E-03
1	6.59800E-04	3.52300E-02	1.32218E-02	1.00000E-03
1	1.71804E-02	3.51662E-02	1.34290E-02	1.00000E-03
1	7.15940E-03	3.68938E-02	1.33530E-02	1.00000E-03
1	1.87522E-02	3.66520E-02	1.33318E-02	1.00000E-03
1	1.48506E-02	3.72702E-02	1.31784E-02	1.00000E-03
1	4.60720E-03	3.84688E-02	1.30240E-02	1.00000E-03
1	1.71554E-02	3.69468E-02	1.49154E-02	1.00000E-03
1	4.94540E-03	3.70942E-02	1.46308E-02	1.00000E-03
1	2.88520E-03	3.89888E-02	1.46550E-02	1.00000E-03
1	1.29472E-02	3.30058E-02	1.53288E-02	1.00000E-03
1	1.07840E-02	3.47004E-02	1.52342E-02	1.00000E-03
1	1.74700E-02	3.46086E-02	1.68872E-02	1.00000E-03
1	1.12866E-02	3.29036E-02	1.70018E-02	1.00000E-03
1	1.50692E-02	3.28024E-02	1.71514E-02	1.00000E-03
1	6.77080E-03	3.32802E-02	1.70462E-02	1.00000E-03
1	1.93464E-02	3.32064E-02	1.73738E-02	1.00000E-03
1	6.85360E-03	3.50844E-02	1.07791E-02	1.00000E-03
1	1.88682E-02	3.50676E-02	1.09822E-02	1.00000E-03
1	6.74200E-04	3.63512E-02	1.10112E-02	1.00000E-03
1	5.25880E-03	3.68234E-02	1.10429E-02	1.00000E-03
1	9.09198E-03	3.67548E-02	1.10784E-02	1.00000E-03
1	1.30864E-02	3.70284E-02	1.14557E-02	1.00000E-03
1	1.66694E-02	3.68732E-02	1.16908E-02	1.00000E-03
1	8.99870E-03	3.86864E-02	1.29496E-02	1.00000E-03
1	1.28174E-02	3.87652E-02	1.27500E-02	1.00000E-03
1	1.65030E-02	3.88376E-02	1.28762E-02	1.00000E-03
1	1.39760E-03	3.84738E-02	1.32664E-02	1.00000E-03
1	1.89122E-02	3.88252E-02	1.44598E-02	1.00000E-03
1	6.38120E-03	3.87936E-02	1.49970E-02	1.00000E-03
1	1.13636E-02	3.89692E-02	1.48546E-02	1.00000E-03
1	1.47662E-02	3.86784E-02	1.47710E-02	1.00000E-03
1	1.50402E-02	3.53466E-02	1.06571E-02	1.00000E-03
1	2.97360E-03	3.87420E-02	1.08294E-02	1.00000E-03
1	1.17238E-02	3.88752E-02	1.09245E-02	1.00000E-03
1	1.85262E-02	3.89154E-02	1.06310E-02	1.00000E-03
1	1.44704E-02	3.84732E-02	1.11422E-02	1.00000E-03
1	6.60320E-03	3.88156E-02	1.10217E-02	1.00000E-03
1	5.56200E-03	3.07412E-02	1.27790E-02	1.00000E-03
1	1.29610E-02	3.09336E-02	1.28796E-02	1.00000E-03
1	1.49000E-03	3.08452E-02	1.31688E-02	1.00000E-03
1	9.38534E-03	3.08230E-02	1.31662E-02	1.00000E-03
1	3.34700E-03	3.07464E-02	1.45664E-02	1.00000E-03
1	1.88380E-02	3.07242E-02	1.49978E-02	1.00000E-03
1	6.83640E-03	3.11130E-02	1.03928E-02	1.00000E-03
1	3.57280E-03	3.07206E-02	1.08297E-02	1.00000E-03
1	3.11480E-03	3.28518E-02	1.27340E-02	1.00000E-03
1	9.12226E-03	3.47470E-02	1.28240E-02	1.00000E-03
1	1.91110E-02	3.28200E-02	1.31816E-02	1.00000E-03
1	1.11713E-02	3.31100E-02	1.30034E-02	1.00000E-03
1	1.51570E-02	3.39904E-02	1.32026E-02	1.00000E-03
1	4.50260E-03	3.47130E-02	1.30818E-02	1.00000E-03
1	1.27530E-02	3.46400E-02	1.33104E-02	1.00000E-03
1	7.13820E-03	3.33688E-02	1.35132E-02	1.00000E-03
1	1.66362E-02	3.29390E-02	1.43642E-02	1.00000E-03
1	1.61140E-03	3.30100E-02	1.44372E-02	1.00000E-03
1	5.11560E-03	3.29278E-02	1.45910E-02	1.00000E-03
1	9.19420E-03	3.29578E-02	1.45354E-02	1.00000E-03
1	3.28460E-03	3.49880E-02	1.48640E-02	1.00000E-03
1	6.81400E-04	3.51386E-02	8.74502E-03	1.00000E-03
1	9.42396E-03	3.50784E-02	8.61988E-03	1.00000E-03
1	5.13920E-03	3.51526E-02	9.42066E-03	1.00000E-03
1	3.44040E-03	3.63992E-02	9.38286E-03	1.00000E-03
1	6.78440E-03	3.69978E-02	9.69246E-03	1.00000E-03
1	1.30526E-02	3.25810E-02	1.06885E-02	1.00000E-03
1	1.71822E-02	3.28714E-02	1.06540E-02	1.00000E-03
1	1.12874E-02	3.48082E-02	1.06642E-02	1.00000E-03
1	1.12788E-02	3.10032E-02	1.13891E-02	1.00000E-03
1	1.86462E-02	3.12070E-02	1.11513E-02	1.00000E-03
1	1.52520E-02	3.15044E-02	1.13773E-02	1.00000E-03
1	9.06028E-03	3.27372E-02	1.13885E-02	1.00000E-03
1	5.04060E-03	3.32198E-02	1.15469E-02	1.00000E-03
1	7.27800E-04	3.35746E-02	1.16427E-02	1.00000E-03
1	2.87580E-03	3.46704E-02	1.15688E-02	1.00000E-03
1	1.69650E-02	3.12294E-02	1.24940E-02	1.00000E-03
1	9.88600E-04	3.50130E-02	5.11240E-03	1.00000E-03
1	3.93960E-03	3.69082E-02	5.19820E-03	1.00000E-03
1	3.15840E-03	3.50760E-02	6.48580E-03	1.00000E-03
1	7.67060E-03	3.51746E-02	6.76580E-03	1.00000E-03
1	7.54800E-04	3.72026E-02	6.66240E-03	1.00000E-03
1	7.46000E-04	3.89928E-02	8.12438E-03	1.00000E-03
1	1.66138E-02	3.89058E-02	8.30784E-03	1.00000E-03
1	1.92220E-02	3.66500E-02	8.79952E-03	1.00000E-03
1	1.11185E-02	3.72294E-02	8.79306E-03	1.00000E-03
